,name,phone number,address
3624,성동 어린이집,02-2231-9797,"서울특별시 성동구 금호동2가 무수막길 80 ,1층 (금호동2가) (금호2.3가동)"
3625,예지어린이집,02-6095-0531,"서울특별시 양천구 목동동로 10 ,1106동 101호(신정동, 신시가지11단지아파트) (신정7동)"
3626,아이뜰어린이집,02-432-2472,서울특별시 중랑구 면목로21길 5 (면목제4동)
3627,다솜어린이집,02-307-3250,"서울특별시 마포구 성암로 91 ,102동 103호(중동, 현대아파트) (성산제2동)"
3628,성심어린이집,02-418-3889,"서울특별시 송파구 백제고분로40길 19-8 ,() (석촌동)"
3629,이현어린이집,02-2613-2720,"서울특별시 구로구 경인로 382 ,101동 102호(개봉동, 한마을아파트) (개봉제1동)"
3630,아이사랑영재 어린이집,02-2299-4470,"서울특별시 성동구 고산자로 164 ,102동 104호(행당동, 행당한신) (행당제1동)"
3631,시온어린이집,02-2207-6006,"서울특별시 중랑구 면목로84길 31 ,(면목동) (면목본동)"
3632,예꿈아이어린이집,02-826-1170,"서울특별시 동작구 현충로 119 ,102동 104호(흑석동, 명수대현대아파트) (흑석동)"
3633,예쁜무지개어린이집,02-359-2220,서울특별시 은평구 은평로16길 22-6 (응암제1동)
3634,중앙하이츠 어린이집,02-859-5555,"서울특별시 구로구 구로동로47길 24 ,(구로동, 중앙하이츠아파트 관리동1층) (구로제2동)"
3635,벽산타운사임당어린이집,02-802-3517,"서울특별시 금천구 금하로 816 ,517동 103호(시흥동, 관악산벽산타운아파트) (시흥제2동)"
3636,아이자람어린이집,02-453-1486,"서울특별시 광진구 아차산로70길 62 ,304동 102호(광장동, 현대3단지아파트) (광장동)"
3637,바로미어린이집,02-530-2632,"서울특별시 서초구 서초중앙로 157 ,서울법원종합청사별관 (서초동) (서초3동)"
3638,아렌어린이집,02-825-1187,"서울특별시 동작구 양녕로26길 64 ,(상도동) (상도제4동)"
3639,꿈별어린이집,02-445-9381,"서울특별시 강남구 양재대로55길 10 ,118동 106호(일원동, 수서1단지아파트) (일원제1동)"
3640,굿모닝어린이집,02-871-2155,"서울특별시 관악구 호암로 417 ,국제산장아파트 관리동 2층 [삼성동] (신림동) (삼성동)"
3641,하계지혜어린이집,02-6061-5077,"서울특별시 노원구 섬밭로 196 ,607동 105호(하계동, 장미) (하계2동)"
3642,기쁜어린이집,070-7539-6887,"서울특별시 서초구 바우뫼로9길 22-8 ,(우면동) (양재1동)"
3643,구의사랑어린이집,02-456-7339,"서울특별시 광진구 자양로48길 31 ,(구의동) (구의제2동)"
3644,연두어린이집,02-983-8655,"서울특별시 강북구 월계로21가길 14-5 ,(미아동) (송중동)"
3645,우리꿈어린이집,02-6223-9975,"서울특별시 노원구 동일로214길 21 ,409동 106호(상계동, 상계주공4단지아파트) (상계6.7동)"
3646,도담도담어린이집,02-435-7787,"서울특별시 중랑구 동일로 476 ,102동 107호(면목동, 늘푸른동아아파트) (면목제4동)"
3647,웰라이어린이집,02-842-3412,"서울특별시 영등포구 영등포로62길 42 ,101동 104호(영등포동, 순영웰라이빌) (영등포본동)"
3648,단비어린이집,02-2212-2207,"서울특별시 동대문구 답십리로26길 12 ,(전농동) (전농제1동)"
3649,예그리나어린이집,02-973-7929,"서울특별시 노원구 동일로208길 20 ,206동 110호(중계동, 중계무지개아파트) (중계2.3동)"
3650,청은어린이집,02-931-8268,"서울특별시 노원구 한글비석로 203 ,(중계동) (중계1동)"
3651,아띠어린이집,02-6229-4435,"서울특별시 노원구 동일로208길 20 ,210동 106호(중계동, 중계무지개아파트) (중계2.3동)"
3652,동화속어린이집,02-939-2330,"서울특별시 노원구 한글비석로 479 ,101동 113호(상계동, 보람1단지아파트) (상계9동)"
3653,동화나라어린이집,02-6677-6363,"서울특별시 영등포구 도신로29길 28 ,205동 104호(영등포동, 영등포푸르지오2단지아파트) (영등포본동)"
3654,늘사랑어린이집,02-904-8060,"서울특별시 도봉구 해등로 206 ,7동 101호(쌍문동, 금호1차아파트) (쌍문제4동)"
3655,동아 어린이집,02-942-0380,"서울특별시 성북구 장월로1길 28 ,110동 104호(상월곡동, 동아에코빌아파트) (월곡제2동)"
3656,라임어린이집,02-6269-1717,"서울특별시 관악구 난곡로35길 28-7 ,라동 103호(신림동,건영아파트) (난곡동)"
3657,효창방과후어린이집,070-4713-9433,서울특별시 용산구 효창원로 146-12 (효창동)
3658,해맑은방과후교실어린이집,070-4339-5343,"서울특별시 강서구 방화대로48길 40 ,(방화동) (방화제3동)"
3659,강동해님이놀러온어린이집,02-483-1265,"서울특별시 강동구 풍성로41길 64-41 ,(성내동 233-7) (성내제2동)"
3660,인화어린이집,02-2642-4229,"서울특별시 양천구 목동동로 130 ,1429동 101호(신정동, 목동신시가지14단지아파트) (신정6동)"
3661,상계종합사회복지관방과후어린이집,02-951-9930,"서울특별시 노원구 덕릉로115나길 25 ,(상계동) (상계3.4동)"
3662,경성어린이집,02-965-2835,서울특별시 동대문구 신이문로 3-4 (이문제2동)
3663,래미안파인탑어린이집,02-2202-6112,"서울특별시 송파구 오금로32길 31 ,래미안송파파인탑 단지 내 (송파2동)"
3664,동아리틀어린이집,02-2678-0227,"서울특별시 구로구 신도림로 78 ,동아3차아파트 관리동 1층 (신도림동)"
3665,엔젤어린이집,02-474-9839,"서울특별시 강동구 명일로 102 ,102동 105호(둔촌동, 둔촌신성미소지움1차아파트) (둔촌제2동)"
3666,향기로운어린이집,02-6471-1235,"서울특별시 강동구 양재대로130길 47 ,명일동 268-2 (명일제1동)"
3667,꿈동산어린이집,02-888-2611,"서울특별시 관악구 봉천로21길 66 ,보라매동] (봉천동) (보라매동)"
3668,예꼬어린이집,02-844-5994,"서울특별시 영등포구 도신로29길 28 ,202동 101호(영등포동, 영등포푸르지오2단지아파트) (영등포본동)"
3669,천응방과후어린이집,02-965-2423,서울특별시 동대문구 제기로 128-6 (청량리동)
3670,가베영재어린이집,02-932-8999,"서울특별시 노원구 동일로239길 68 ,102동 108호(상계동, 상계대림E편한세상) (상계1동)"
3671,현대해바라기어린이집,02-6314-2061,"서울특별시 노원구 중계로8길 106 ,112동 103호(중계동, 현대4차아파트) (중계본동)"
3672,노틀담방과후교실어린이집,02-762-8010,"서울특별시 종로구 북촌로 54 ,가회동 (가회동)"
3673,용마어린이집,02-439-5595,"서울특별시 중랑구 용마산로 393 ,(면목동) (면목제3.8동)"
3674,민들레어린이집,02-456-5003,"서울특별시 광진구 뚝섬로52마길 32 ,(자양동) (자양제2동)"
3675,아이세상어린이집,02-833-2285,"서울특별시 영등포구 도신로29길 28 ,215동 104호(영등포동, 영등포푸르지오2단지아파트) (영등포본동)"
3676,새누리어린이집,02-307-6955,"서울특별시 은평구 가좌로7나길 35 ,경남아파트단지 내 (응암동) (응암제3동)"
3677,행복한어린이집,02-855-5101,"서울특별시 금천구 시흥대로144길 27 ,(독산동) (독산제3동)"
3678,아이스쿨어린이집,02-447-0412,"서울특별시 광진구 용마산로3길 91-4 ,(중곡동) (중곡제2동)"
3679,신사어린이집,02-548-5240,"서울특별시 강남구 도산대로15길 26 ,(신사동) (신사동)"
3680,예뜰어린이집,02-866-0779,"서울특별시 구로구 구로동로7길 27 ,(가리봉동) (가리봉동)"
3681,희망누리어린이집,02-942-6033,"서울특별시 노원구 석계로13길 6-9 ,101동 101호(월계동, 장은아파트) (월계1동)"
3682,꿈초롱어린이집,02-493-8996,"서울특별시 중랑구 중랑천로14길 34 ,202동 102호(중화동,동양엔파트2차) (중화제2동)"
3683,구립공항어린이집,02-2665-1514,"서울특별시 강서구 남부순환로11길 81 ,(공항동) (공항동)"
3684,신명나는어린이집,02-6232-3325,"서울특별시 노원구 동일로228길 23 ,1412동 106호(상계동, 상계주공14차) (상계9동)"
3685,아이사랑어린이집,02-913-8564,"서울특별시 성북구 보국문로17길 8 ,(정릉동) (정릉제4동)"
3686,예쁜별어린이집,02-2618-6187,"서울특별시 구로구 서해안로28길 18 ,(오류동) (오류제2동)"
3687,인성어린이집,02-459-0360,"서울특별시 강남구 개포로109길 5 ,305동 102호(개포동, 대청아파트) (일원제2동)"
3688,신창아가어린이집,02-996-2716,"서울특별시 도봉구 덕릉로62길 13 ,신창아파트 내 (창동) (창제3동)"
3689,큰나무어린이집,02-413-7036,"서울특별시 송파구 송파대로 567 ,527동 101호(잠실동, 주공아파트) (잠실3동)"
3690,피카소어린이집,02-2618-6229,"서울특별시 구로구 고척로30길 8 ,(개봉동) (개봉제1동)"
3691,아이맘어린이집,02-991-6960,"서울특별시 강북구 삼각산로34길 42 ,(수유동) (수유3동)"
3692,꼬마별어린이집,02-875-2711,"서울특별시 관악구 인헌길 116 ,101호 (봉천동,라인맨션) [인헌동] (인헌동)"
3693,조은어린이집,02-997-4241,"서울특별시 강북구 노해로25길 62 ,(수유동) (수유2동)"
3694,구립 하늘숲어린이집,02-2699-2220,"서울특별시 강서구 강서로45다길 102 ,(화곡동) (화곡제3동)"
3695,행복한어린이집,02-875-3455,"서울특별시 관악구 은천로 86 ,2단지 관리동 1층 (봉천동, 두산아파트) [은천동] (은천동)"
3696,언남해피어린이집,02-576-7525,"서울특별시 서초구 동산로13길 35 ,(양재동) (양재2동)"
3697,꿈땅어린이집,02-911-3920,"서울특별시 성북구 장월로 28 ,. (장위제2동)"
3698,누리어린이집,02-2642-4789,"서울특별시 양천구 목동서로 236 ,102동 103호(목동, 벽산아파트) (목1동)"
3699,고려대학교의료원 안암병원 어린이집,02-921-6585,"서울특별시 성북구 안암로 145 ,(안암동5가 산1-61) (안암동)"
3700,미예뜰어린이집,02-463-4242,"서울특별시 광진구 긴고랑로7길 69 ,(중곡동) (중곡제3동)"
3701,신일교회어린이집,02-2253-1159,서울특별시 중구 다산로 128-9 (약수동)
3702,햇살꼬마숲어린이집,02-714-3151,"서울특별시 용산구 원효로 216 ,109동 104호(신계동, 용산E편한세상) (원효로제1동)"
3703,행복한우리어린이집,02-942-7032,서울특별시 성북구 아리랑로19다길 38-14 (정릉제2동)
3704,구립 은행어린이집,02-2281-4477,"서울특별시 성동구 고산자로10길 18 ,(행당동) (행당제1동)"
3705,단비어린이집,02-483-5919,"서울특별시 강동구 명일로 293 ,502동 106호(길동, 삼익파크) (길동)"
3706,에듀케어어린이집,02-517-1417,"서울특별시 강남구 선릉로130길 19 ,102동 108호(삼성동, 서광) (삼성제2동)"
3707,구로한빛어린이집,02-2615-8926,"서울특별시 구로구 서해안로34가길 18 ,금강아파트 상가 (오류동) (오류제2동)"
3708,새꿈어린이집,02-775-6514,"서울특별시 용산구 후암로57길 26 ,(동자동) (남영동)"
3709,꿈꾸는어린이집,02-454-9797,"서울특별시 광진구 능동로50길 23 ,(중곡동) (중곡제3동)"
3710,신나라어린이집,02-934-3095,"서울특별시 노원구 동일로227길 25 ,1110동 101호(상계동, 상계주공11단지아파트) (상계8동)"
3711,아기천국어린이집,02-471-1576,"서울특별시 강동구 진황도로27길 9 ,(천호동166-81) (천호제3동)"
3712,열매어린이집,02-983-9886,"서울특별시 성북구 숭인로2길 61 ,동부센트레빌아파트 관리동 1층 (길음제2동)"
3713,비테에어린이집,02-982-3833,"서울특별시 강북구 솔샘로 174 ,관리동 (미아동, SK아파트) (삼각산동)"
3714,동아어린이집,02-2678-4008,"서울특별시 구로구 경인로 643 ,신도림동, 동아2차아파트 관리동 (신도림동)"
3715,우정어린이집,02-3143-4925,"서울특별시 서대문구 연희로8길 21 ,구립 우정어린이집 (연희동)"
3716,초롱어린이집,02-2212-6314,"서울특별시 동대문구 황물로 32 ,서울특별시 동대문구 황물로 32(답십리동) 초롱 어린이집 (답십리제1동)"
3717,대건어린이집,02-2208-0457,"서울특별시 중랑구 신내로7길 6 ,(신내동) (신내2동)"
3718,삼동어린이집,02-989-5696,"서울특별시 강북구 한천로105길 24 ,202동(번동, 주공2단지아파트) (번3동)"
3719,수정어린이집,02-956-7810,"서울특별시 도봉구 마들로 616 ,104동 103호(방학동, 대상타운현대아파트) (방학제1동)"
3720,창4동어린이집,02-996-3222,서울특별시 도봉구 마들로 339-13 (창제4동)
3721,둥근달어린이집,02-990-0121,서울특별시 도봉구 도봉로117길 80-7 (쌍문제3동)
3722,새날어린이집,02-718-6635,"서울특별시 용산구 새창로8길 7 ,삼성래미안아파트 2단지내 관리동1층 (도원동) (용문동)"
3723,알지오어린이집,02-3422-0988,"서울특별시 중랑구 봉화산로3길 229-6 ,(묵동) (묵제2동)"
3724,우림어린이집,02-357-2235,"서울특별시 은평구 연서로18길 7 ,(대조동) (대조동)"
3725,온누리어린이집,02-937-2080,"서울특별시 노원구 동일로227길 47 ,(상계동) (상계8동)"
3726,이모어린이집,02-948-1212,"서울특별시 노원구 마들로 31 ,102동 101호(월계동, 한진한화그랑빌) (월계3동)"
3727,자이어린이집,02-587-1139,서울특별시 동작구 사당로2가길 102 (사당제5동)
3728,신파랑새어린이집,02-3436-3631,"서울특별시 광진구 영화사로9길 32 ,A동 104호(중곡동, 현대하이츠빌라) (중곡제4동)"
3729,큐티프리스쿨어린이집,02-3285-2030,"서울특별시 관악구 호암로 399 ,관리동 (신림동,삼성산주공아파트) [삼성동] (삼성동)"
3730,구름나무어린이집,02-915-6076,"서울특별시 성북구 장위로 51 ,(장위동) (장위제1동)"
3731,늘푸른아이어린이집,02-933-0877,"서울특별시 노원구 노원로 564 ,1002동 108호(상계동, 상계주공10차) (상계8동)"
3732,한울어린이집,02-325-9355,"서울특별시 서대문구 연희로32길 48 ,101동 보육시설 (연희동)"
3733,송림어린이집,02-2212-8480,"서울특별시 동대문구 장안벚꽃로 167 ,209동 103호(장안동, 장안아파트2단지) (장안제2동)"
3734,보현어린이집,02-982-3720,"서울특별시 강북구 솔샘로 174 ,140동 104호 (미아동, 에스케이북한산시티아파트) (삼각산동)"
3735,아름누리어린이집,02-893-6333,"서울특별시 금천구 독산로50길 89 ,삼익아파트 단지내 (시흥제4동)"
3736,자양미래몬테소리어린이집,02-457-3497,"서울특별시 광진구 자양번영로3길 6 ,(자양동) (자양제3동)"
3737,라온어린이집,02-2297-9229,"서울특별시 성동구 살곶이길 50 ,107동 102호(마장동, 현대아파트) (마장동)"
3738,아이꿈터어린이집,02-997-2206,"서울특별시 강북구 삼양로149가길 17 ,(우이동) (우이동)"
3739,월계비츠어린이집,02-949-9772,"서울특별시 노원구 마들로 31 ,108동 101호(월계동, 한진한화그랑빌) (월계3동)"
3740,효림어린이집,02-6238-0460,"서울특별시 동대문구 한천로 248 ,111동 105호(휘경동, 주공아파트) (휘경제2동)"
3741,예일어린이집,02-452-7639,"서울특별시 광진구 자양로47길 11 ,(구의2동) (구의제2동)"
3742,성복어린이집,02-941-8830,"서울특별시 성북구 월곡로 2 ,(종암동) (종암동)"
3743,베어스어린이집,02-6264-0521,"서울특별시 영등포구 선유서로 40 ,101동 106호(문래동6가, 베어스타운아파트) (문래동)"
3744,새롬어린이집,02-303-0820,"서울특별시 은평구 증산로5길 10 ,(증산동) (증산동)"
3745,삼보어린이집,02-915-0507,서울특별시 성북구 화랑로13길 79-10 (월곡제1동)
3746,행복한어린이집,02-984-7600,"서울특별시 성북구 숭인로2길 61 ,110동 103호(길음동, 동부센트레빌아파트) (길음제2동)"
3747,예님어린이집,02-849-0466,"서울특별시 영등포구 도영로7길 10 ,(도림동) (도림동)"
3748,꼬마에디슨 어린이집,02-2293-8090,"서울특별시 성동구 금호동1가 금호로 100 ,벽산아파트 관리동 (금호1가동)"
3749,별나라어린이집,02-983-5960,"서울특별시 강북구 솔샘로 159 ,110동 101호(미아동, 벽산라이브파크) (삼양동)"
3750,꼬꼬마가베어린이집,02-952-1981,"서울특별시 노원구 동일로 1456 ,715동 114호(상계동, 상계주공7차) (상계10동)"
3751,아트성광어린이집,02-936-1521,"서울특별시 노원구 한글비석로27길 29 ,(상계동) (상계5동)"
3752,대천어린이집,02-847-0456,"서울특별시 동작구 신대방14가길 23 ,(신대방동) (신대방제1동)"
3753,꿈아이 어린이집,02-6317-5837,"서울특별시 성북구 숭인로 16 ,102동 104호(길음동, 동부센트레빌아파트) (길음제2동)"
3754,해찬어린이집,02-6451-7942,"서울특별시 동대문구 한천로 248 ,휘경주공2차아파트 단지동 (휘경동) (휘경제2동)"
3755,성광어린이집,02-936-9506,"서울특별시 노원구 상계로18길 32 ,(상계동) (상계2동)"
3756,여의도아이사랑어린이집,02-786-7642,"서울특별시 영등포구 국제금융로 79 ,C동 102호(여의도동, 한양아파트) (여의동)"
3757,풍림어린이집,02-973-5452,"서울특별시 노원구 섬밭로 139 ,풍림아파트 단지내 어린이집 (공릉동) (공릉1동)"
3758,강남영재어린이집,02-575-4033,"서울특별시 강남구 논현로 205 ,(도곡동) (도곡1동)"
3759,솔어린이집,02-797-6858,"서울특별시 용산구 장문로 95 ,(보광동) (보광동)"
3760,예사랑어린이집,02-816-2226,"서울특별시 동작구 양녕로27길 60 ,(상도동) (상도제4동)"
3761,향기어린이집,02-3426-7755,"서울특별시 강동구 고덕로 210 ,507동 102호(명일동, 삼익그린맨션) (명일제1동)"
3762,구립자양2동어린이집,02-453-7587,"서울특별시 광진구 자양로3가길 26 ,(자양동) (자양제2동)"
3763,한일어린이집,02-969-2558,"서울특별시 동대문구 외대역동로 118 ,(이문동) (이문제1동)"
3764,남현어린이집,02-584-2855,"서울특별시 관악구 남현1가길 18-4 ,남현동] (남현동) (남현동)"
3765,팝콘어린이집,02-3422-1441,"서울특별시 중랑구 숙선옹주로 91 ,405동 103호(묵동, 신내아파트) (묵제1동)"
3766,물샘어린이집,02-353-1781,서울특별시 은평구 갈현로29길 5-14 (갈현제2동)
3767,꼬마별어린이집,070-7785-2654,"서울특별시 노원구 동일로 1280 ,202동 104호(중계동, 중계무지개아파트) (중계2.3동)"
3768,무지개어린이집,02-326-2684,"서울특별시 마포구 성미산로2길 23 ,두영빌라 101호 (서교동) (서교동)"
3769,구립서초사랑어린이집,02-3478-2334,서울특별시 서초구 잠원로 213-3 (잠원동)
3770,옥스포드어린이집,02-703-8258,서울특별시 용산구 청파동3가 원효로97길 32 (청파동)
3771,샘소슬 어린이집,02-2688-2936,"서울특별시 구로구 부일로17길 5 ,(사실상1~3 층) (궁동) (수궁동)"
3772,사랑몬테소리어린이집,070-4028-8246,"서울특별시 구로구 개봉로20길 6 ,103동 101호(개봉동, 현대아파트) (개봉제2동)"
3773,햇님데이케어어린이집,02-886-6985,"서울특별시 관악구 성현로 80 ,110동 104호(봉천동, 관악드림타운) [성현동] (성현동)"
3774,둔촌아이사랑어린이집,02-485-5463,"서울특별시 강동구 진황도로61길 7 ,102동 101호(둔촌동, 둔촌동현대아파트) (둔촌제2동)"
3775,은평제일어린이집,02-389-9492,"서울특별시 은평구 백련산로 165 ,(응암동) (응암제1동)"
3776,구의미소어린이집,02-456-7336,"서울특별시 광진구 자양로 297 ,(구의2동) (구의제2동)"
3777,보라어린이집,02-859-4548,"서울특별시 관악구 난곡로24가길 6 ,(신림동) [난곡동] (난곡동)"
3778,별빛어린이집,02-3142-6432,"서울특별시 마포구 양화로11길 27-8 ,(서교동) (서교동)"
3779,종교교회어린이집,02-6322-2190,"서울특별시 종로구 사직로8길 48 ,종교교회내 1층 (도렴동) (사직동)"
3780,조은어린이집,02-990-5051,"서울특별시 노원구 우이천로 102 ,203동 109호(월계동, 초안아파트) (월계2동)"
3781,하나놀이방 어린이집,02-824-3730,서울특별시 동작구 상도로47가길 16 (상도제1동)
3782,다다어린이집,02-977-1244,"서울특별시 노원구 공릉로34길 62 ,1001동 104호(공릉동, 태강) (공릉2동)"
3783,서울교통공사대공원어린이집,02-6311-7979,"서울특별시 광진구 능동로 247-1 ,(군자동) (군자동)"
3784,예나어린이집,02-967-2229,"서울특별시 동대문구 경동시장로23길 14 ,(제기동) (제기동)"
3785,꿈사랑어린이집,02-313-3448,"서울특별시 서대문구 이화여대8길 62 ,서울특별시 서대문구 북아현동 두산아파트 단지내 (북아현동)"
3786,꿈나무가정어린이집,02-888-8279,"서울특별시 관악구 성현로 80 ,143동 101호(봉천동, 관악드림타운) [성현동] (성현동)"
3787,소망어린이집,02-895-6942,"서울특별시 금천구 범안로 1187 ,(독산동) (독산제1동)"
3788,롯데어린이집,02-838-8456,"서울특별시 구로구 새말로 31 ,롯데아파트 관리동1층 (구로제5동)"
3789,연세어린이집,02-891-7509,"서울특별시 금천구 독산로65길 14 ,(독산동) (독산제2동)"
3790,스타터즈어린이집,02-749-8247,"서울특별시 용산구 이촌로 174 ,동부센트레빌 105 (이촌제1동)"
3791,횃불자연어린이집,02-2652-6640,"서울특별시 양천구 오목로52길 12 ,(목동) (목1동)"
3792,새소망 어린이집,02-964-2673,"서울특별시 성북구 화랑로48길 16 ,102동 102호(석관동, 두산아파트) (석관동)"
3793,조은어린이집,02-457-5529,"서울특별시 광진구 뚝섬로57길 48 ,101호(극동하이빌) (자양제1동)"
3794,크레용어린이집,02-3281-0550,"서울특별시 관악구 법원단지5가길 21 ,1,2층 (신림동) [미성동] (미성동)"
3795,혜지어린이집,02-885-6832,"서울특별시 관악구 성현로 80 ,120동 101호(봉천동, 관악드림타운) [성현동] (성현동)"
3796,물댄동산어린이집,02-902-7970,"서울특별시 강북구 삼각산로 143-1 ,12동 110호(수유동, 수유벽산) (수유2동)"
3797,열린방과후어린이집,02-2248-0421,"서울특별시 동대문구 전농로16길 59 ,열린방과후교실 (전농제2동)"
3798,사랑아이방과후어린이집,02-920-4541,"서울특별시 동대문구 약령시로5길 22 ,(제기동) (제기동)"
3799,아이뜰어린이집,02-577-8210,서울특별시 강남구 개포로22길 39-11 (개포제4동)
3800,사군자어린이집,02-2246-5801,"서울특별시 동대문구 장한로5길 45 ,(장안동) (장안제1동)"
3801,늘푸른아이들어린이집,02-3482-2310,"서울특별시 서초구 신반포로15길 4 ,101동 101호(반포동, 반포대우아파트) (반포2동)"
3802,예사랑어린이집,02-949-8772,"서울특별시 노원구 마들로 31 ,114동 106호(월계동, 한진한화그랑빌) (월계3동)"
3803,석란어린이집,02-2604-0735,"서울특별시 강서구 초록마을로32길 38 ,(화곡동) (화곡제8동)"
3804,예쁜아이어린이집,02-6435-5959,"서울특별시 노원구 동일로215길 48 ,320동 102호(상계동, 상계주공3단지아파트) (상계6.7동)"
3805,꼬마별어린이집,02-456-3149,"서울특별시 광진구 천호대로127길 33 ,103호(중곡동, 선화빌라11차) (중곡제4동)"
3806,푸른숲어린이집,02-2296-4697,"서울특별시 성동구 무학로 50 ,103동 101호(하왕십리동, 청계벽산아파트) (왕십리도선동)"
3807,소슬어린이집,02-6671-6002,"서울특별시 관악구 성현로 80 ,성현동] (봉천동) (성현동)"
3808,배화어린이집,02-312-2100,"서울특별시 서대문구 경기대로 82 ,광산빌딩 1층 배화어린이집 (충정로2가) (충현동)"
3809,엄마품어린이집,02-2668-3808,"서울특별시 강서구 허준로 23 ,101동 104호(가양동, 한강타운) (가양제1동)"
3810,성신어린이집,02-923-5756,"서울특별시 성북구 동소문동7가 아리랑로5길 36 ,(동소문동7가) (동선동)"
3811,파크빌어린이집,02-456-5677,"서울특별시 광진구 아차산로 549 ,현대파크빌단지내(광장동) (광장동)"
3812,삼창어린이집,02-911-3474,"서울특별시 노원구 광운로2가길 23 ,(월계1동 삼창상가 2층) (월계1동)"
3813,키즈모아어린이집,02-427-2869,"서울특별시 광진구 뚝섬로 698 ,(자양동) (자양제2동)"
3814,새봄어린이집,02-900-8856,서울특별시 강북구 한천로150길 35-3 (수유3동)
3815,프라임어린이집,02-6225-5050,"서울특별시 노원구 마들로 127 ,35동 102호(월계동, 삼호) (월계3동)"
3816,나무바다어린이집,02-6105-5282,"서울특별시 관악구 은천로 86 ,207동 102호(봉천동, 두산아파트) [은천동] (은천동)"
3817,혜빛어린이집,02-2248-9787,"서울특별시 동대문구 사가정로9길 18-1 ,(전농동) (전농제1동)"
3818,깨모어린이집,02-2607-1737,"서울특별시 양천구 신정로13길 50 ,101동 106호(신월동, 벽산블루밍1단지) (신월6동)"
3819,강남사임당어린이집,02-556-1680,"서울특별시 강남구 언주로 420 ,역삼자이아파트 관리동 (역삼제2동)"
3820,로뎀어린이집,02-2664-7060,"서울특별시 강서구 양천로24길 31 ,로뎀어린이집 (방화동) (방화제1동)"
3821,사랑채움어린이집,070-8236-5319,"서울특별시 영등포구 선유로 207 ,601동 102호(양평동3가, 현대6차아파트) (양평제2동)"
3822,일원사임당어린이집,02-3411-4333,"서울특별시 강남구 개포로 648 ,동형빌딩101호 (일원동) (일원제1동)"
3823,노들어린이집,02-816-0107,"서울특별시 동작구 만양로2길 76 ,현대씨티빌 102호 (상도동) (상도제1동)"
3824,엔젤어린이집,02-866-7723,"서울특별시 금천구 문성로1길 7 ,(독산동) (독산제3동)"
3825,예쁜둥지어린이집,02-974-3393,서울특별시 중랑구 동일로152길 45-5 (묵제1동)
3826,청구어린이집,02-948-2336,"서울특별시 노원구 동일로207길 186 ,(하계2동 학여울청구아파트 117동앞) (하계2동)"
3827,빛초롱어린이집,02-2244-5550,"서울특별시 동대문구 사가정로 168 ,SK아파트 제2관리소 단지동 (전농동) (전농제2동)"
3828,조은어린이집,02-2244-4220,"서울특별시 동대문구 답십리로56길 21-1 ,두산아파트단지내 조은어린이집 (답십리제2동)"
3829,아이조아어린이집,02-952-0009,"서울특별시 노원구 동일로245가길 41 ,203동 103호(상계동, 은빛2단지아파트) (상계1동)"
3830,솜송이어린이집,02-967-1971,"서울특별시 동대문구 이문로16길 37 ,(이문동) (이문제1동)"
3831,한솔어린이집,02-2256-0330,"서울특별시 중구 다산로 32 ,남산타운 단지내 한솔어린이집 (약수동)"
3832,동대문구청직장어린이집,02-6929-2601,"서울특별시 동대문구 고산자로28길 13 ,(용두동) (용신동)"
3833,솔로몬소망어린이집,02-988-9485,"서울특별시 강북구 삼양로 324 ,(수유동) (수유1동)"
3834,세브란스어린이집,02-312-7990,"서울특별시 서대문구 연대동문길 41 ,세브란스 어린이집 (신촌동)"
3835,선우어린이집,02-584-4295,"서울특별시 서초구 방배로15길 26 ,1층 (방배동) (방배1동)"
3836,순복음어린이집,02-3391-6112,"서울특별시 노원구 노원로 440 ,순복음노원교회 본관 (상계동) (상계2동)"
3837,수표교어린이집,02-597-7172,"서울특별시 서초구 명달로 52 ,(서초동) (서초3동)"
3838,무지개유아스쿨어린이집,02-987-5471,"서울특별시 강북구 숭인로7길 28 ,(미아동) (송천동)"
3839,한진또래어린이집,02-2686-3997,"서울특별시 구로구 개봉로1나길 58 ,(개봉동) (개봉제3동)"
3840,동화나라어린이집,02-868-9723,"서울특별시 구로구 새말로 93 ,111동 102호(구로동, 신도림태영타운아파트) (구로제5동)"
3841,하늘어린이집,02-2065-6568,서울특별시 양천구 곰달래로10길 15-4 (신월1동)
3842,파미유어린이집,02-3491-2541,서울특별시 도봉구 시루봉로27가길 11-3 (도봉제1동)
3843,햇살가득어린이집,02-2671-9396,"서울특별시 구로구 신도림로 78 ,302동 102호(신도림동, 신도림3차동아아파트) (신도림동)"
3844,섬기는어린이집,02-865-9111,"서울특별시 구로구 우마1다길 25 ,구립 섬기는 어린이집 (가리봉동)"
3845,어린이나라어린이집,02-446-3232,"서울특별시 광진구 자양로26길 9 ,(구의동) (구의제1동)"
3846,솔이어린이집,02-400-6753,"서울특별시 송파구 양산로2길 44 ,거여아파트3단지내 (거여2동)"
3847,한마음어린이집,02-374-1700,서울특별시 서대문구 가좌로 100-8 (홍은제2동)
3848,새자연어린이집,02-2666-6467,"서울특별시 강서구 방화대로47가길 22 ,삼익아파트 내 유치원동 (방화동) (방화제3동)"
3849,꿈쟁이어린이집,02-964-8213,"서울특별시 동대문구 한천로58길 47 ,102동 102호(이문동, 쌍용아파트) (이문제2동)"
